Date,Tweet,Sentiment
6/2/2020,".@TheOfficialSBI has reduced interest rate on savings bank deposits by 5 bps to 2.70% per annum across all brackets

https://t.co/Ogsy4ABcvq",Neutral
6/2/2020,"SBI Card has undertaken a detailed scenario analysis of the economic situation caused by #COVID19. Here's what it says👇

@SBICard_Connect #Economy
https://t.co/gEddDm5kJF",Positive
6/1/2020,"EXCLUSIVE | While @TheOfficialSBI has cornered the maximum share of UPI-based transactions, these four banks are catching-up,@PratikBhakta_89 brings us all the details. 

https://t.co/1kNSKmx9Zm",Neutral
5/30/2020,"Recovery from recession often tends to be slow and takes five to ten years to reach the former peak levels of #economic activity: #SBI research report 

#COVID19 #Lockdown5 https://t.co/kgdgWwWIeO",Negative
5/29/2020,"As per #SBI's research report - Ecowrap - the #GDP growth is likely to be 4.2% for FY20 and (-) 6.8% for FY21. Here's all you need to know.

@TheOfficialSBI #Economy #Economic
https://t.co/jXcQTZSxsD",Positive
5/28/2020,"#StateBankOfIndia has extended the #moratorium on term loan #EMIs by another 3 months, in line with #RBI recent announcements. Watch: https://t.co/i9tqDHg6aD

@TheOfficialSBI #SBI @RBI #Loans https://t.co/ONpQ6PqDKO",Neutral
5/28/2020,"[Partnered] Through SBI Equity Hybrid Fund, investors get exposure to both equity and debt funds that help in diversification and reduces the overall risk of the portfolio. Here are the details:https://t.co/VjOfJnvPfy @SBIMF",Neutral
5/28/2020,"Check out #SBI's latest fixed deposit interest rates for senior citizens 👇

https://t.co/P9VWk6SB9E",Positive
5/27/2020,".@TheOfficialSBI has extended the #moratorium on term loan EMIs by another three months and has started notifying its customers via SMS. 

#moratoriumextension #SBI 

https://t.co/i9tqDHg6aD",Neutral
5/27/2020,".@TheOfficialSBI cut fixed deposit #interest rate by 40bps across all tenors, today, making it the 2nd rate cut in a month. Here's all you need to know.

#SBI #StateBankOfIndia #Banking #InterestRates
https://t.co/KP4kxI03pq",Positive
5/22/2020,[Partnered] SBI Focused Equity Fund invests in a concentrated portfolio of equity and equity-related securities that can help you in meeting long-term financial goals. https://t.co/HjSKaE5EEH @SBIMF,Neutral
5/19/2020,"While the story of #RamdevInternational is emblematic of the ugly #banking sector mess, there are eerie parallels with the shenanigans of #VijayMallya, writes @Dinesh_Unni. 

#SBI #Bank #Fraud
https://t.co/p3QbpSfVox",Negative
5/18/2020,"Will #RBI's loan moratorium facility extend by 3 months more? Here's what #SBI's report says.

@RBI #Loans #Moratorium #MoratoriumExtension 
https://t.co/wwh1DVYxO1",Positive
5/14/2020,"While the govt is addressing the first-order impact on the poor affected by #lockdown, a lot more needs to be done to help businesses and avoid second-order impacts, said Navneet Munot, of @SBIMF (via @HimadriBuch)

#MutualFunds #MutualFund #SBI
https://t.co/ryE5avRoB0",Positive
5/13/2020,".@TheOfficialSBI has shared 10 ATM mantras to prevent #debitcard fraud. @FaizanJJShaikh lists the 10 tips on safe banking at ATMs 👇

https://t.co/D8Ybnr2xs1",Positive
5/12/2020,"In an interaction with @MaamiTalks, Pushan Mahapatra, MD and CEO of @SBIGeneral, said the company's diversified product portfolio has helped achieve good financial performance for FY20.

#SBI #Insurance 
https://t.co/IjKHXzunyr",Positive
5/11/2020,".@TheOfficialSBI has referred to #ElonMusk’s newly-born child to ask its customers to keep unique passwords for internet banking purposes (by @FaizanJJShaikh) 

#XAEA12Musk 
https://t.co/q7T53MfTM7",Positive
5/10/2020,".@TheOfficialSBI clarified that it is not offering any kind of emergency loans to customers through its YONO platform

https://t.co/Zzc1FqSrrM",Positive
5/9/2020,"3 promoters of Ram Dev International, recently booked by #CBI for allegedly cheating 6 banks to the tune of Rs 411 crore, have fled the country before #SBI reached the agency with the complaint. Here's more.

@TheOfficialSBI #StateBankOfIndia
https://t.co/s7yuVG7SXR",Positive
5/9/2020,"#EarningsWithMC | SBI Card releases Q4 results, says 'Created Rs 489 crore expected credit loss in Q4 on the moratorium on credit cards'.

#Earnings #SBI #SBICard @SBICard_Connect #CreditCard

https://t.co/F7i4Lq0vaU",Negative
5/8/2020,"The #InterestRates compare favourably with those of private banks, but the #SCSS scheme offers better returns: https://t.co/VSmzWNYrNi

#SeniorCitizens #SBI @TheOfficialSBI #StateBankOfIndia #Banking https://t.co/63xV6CCid5",Positive
5/8/2020,"#EarningsWithMC | SBI Card reported a 66.5% fall in its Q4 net profit to Rs 83.5 crore today, while its revenue was up 21% at Rs 2,510 crore. Here's all you need to know.

#Earnings #SBI #SBICard #CreditCards
https://t.co/F7i4Lq0vaU",Neutral
5/8/2020,"#EarningsWithMC | SBI Card releases Q4 results, says 'Created Rs 489 crore expected credit loss in Q4 on the moratorium on credit cards'.

#Earnings #SBI #SBICard @SBICard_Connect #CreditCard https://t.co/9SlZKprNQp",Negative
5/8/2020,"#EarningsWithMC | SBI Card releases Q4 results: YoY

Net Profit at Rs 83.5 crore vs Rs 249 crore 
Revenue ⬆️ 21% at Rs 2,510 Cr vs Rs 2,076 Cr
Gross NPA at 2.01% vs 2.44%
Provision Coverage Ratio at 67.20% vs 66.48%

#Earnings #SBI #SBICard @SBICard_Connect https://t.co/A0RNSczubn",Neutral
5/8/2020,"Just In | #SBI has closed down a section of the Local Head Office (LHO) in #Kolkata after an employee tested positive for #COVID19 

#CoronavirusIndia | READ 👇

https://t.co/cbsaXHqd6J",Negative
5/8/2020,"#SBI has hiked FD rates for senior citizens by 80 basis points. Though the new rates make it attractive for the elderly, the SCSS still offers better rates (via @thanawala_hiral and @nikhilmw ) 

https://t.co/VSmzWNYrNi",Positive
5/8/2020,"In a move that will hurt retirees and those depending on interest income for their livelihood, #SBI has cut interest rates on retail term deposits by 20 bps for tenors up to 3 years. 

#LendingRates #Banks

https://t.co/iQmaxTYvZL",Neutral
5/7/2020,"#YesBank has found stability with #SBI stepping in as the principal shareholder. But the structural lacunae in terms of economic disruptions may not get addressed. Is the road ahead bumpy for investors? Watch for more 

👉https://t.co/ZIn4CUmkih https://t.co/ncM5ODg6Tt",Positive
5/7/2020,".@TheOfficialSBI under its 'SBI Emergency Loan Scheme' is giving its customers up to Rs 5 lakh loan in just 45 minutes at the interest rate of 10.5%. Watch for more details

READ: https://t.co/pnuTixLfzy https://t.co/SgwX6Wgqvl",Positive
5/7/2020,"In a move that will hurt retirees and those depending on interest income for their livelihood, #SBI has cut interest rates on retail term deposits by 20 bps for tenors up to 3 years. 

@TheOfficialSBI #LendingRates #Banks 

https://t.co/iQmaxTGUBb",Neutral
5/7/2020,"Under its 'Emergency Loan Scheme', @TheOfficialSBI is giving its customers up to Rs 5 lakh loan in just 45 minutes at the interest rate of 10.5%, @Faizanjjshaikh brings us all the exclusive details

https://t.co/pnuTixLfzy",Neutral
5/7/2020,"With #SBI in the saddle, #YesBank may have kept a crisis at bay -- for now. Even Q4 numbers reinforce that. However, structural gaps remain, writes Madhuchanda Dey for #MCPro 

#ProTurnsOne 

https://t.co/TKxsljtAsl",Neutral
5/6/2020,"SBI Life Insurance Company share price gained 4.4% intraday on growth numbers in FY20 despite disruption due to #COVID19 in the last 10 days of March. Here's what the analysts say👇

#MarketswithMC @SBILife 
https://t.co/vx1C8dfaEq",Negative
5/6/2020,"Private life insurer #SBI Life Insurance has improving profits and #market share to thank for its edge over others. There are other talking points too, @nehadave01 writes for #MCPro 

#ProTurnsOne 

https://t.co/CzPDRu3wB7",Negative
5/5/2020,"#EarningswithMC | Private life insurer @SBILife Insurance posted a 15.9% YoY rise in its Q4 net profit at Rs 530.67 crore

#SBI #Earnings
https://t.co/7qvW0KONDr",Neutral
5/5/2020,"#SBI (@TheOfficialSBI) in a tweet cautioned its customers about a fake income tax refund. 

Previously, the #incometax dept requested taxpayers to be cautious and not believe in any messages that talk about income tax refunds, @Faizanjjshaikh reports

https://t.co/rO067mZgDq",Negative
4/30/2020,".@FitchRatings downgrades viability ratings of #SBI, #ICICIBank and #AxisBank on account of deteriorating operating environment amid the #COVID19 pandemic

https://t.co/RyeXGGkWMd",Neutral
4/30/2020,"As the Centre works on an #EconomicPackage, the Finance Ministry has reviewed the support extended by public sector banks to companies hit by the #Coronavirus outbreak. Here's all you need to know! 

#Economy @TheOfficialSBI @bankofbaroda

https://t.co/EKZdCYdU9s",Neutral
4/29/2020,"As the Centre works on an #EconomicPackage, the Finance Ministry has reviewed the support extended by public sector banks to companies hit by the #Coronavirus outbreak. Here's all you need to know! 

#Economy @TheOfficialSBI @bankofbaroda 

https://t.co/EKZdCXWjhU",Neutral
4/27/2020,"As a #Lockdown is underway across the country, India's largest bank #SBI has come up with six key tips in the letter titled, 'A letter for your safety' for customers to follow while banking online (via. @Faizanjjshaikh) 

#COVID19 #Banking 

https://t.co/ikDDbzmufj",Neutral
4/24/2020,"""The panic will likely go away as even in the best of times the markets are often illiquid,"" said @AshwaniBhatia62, of @SBIMF, on implications of Franklin Templeton's decision to wind up 6 schemes.

#Franklin #FranklinMF #FranklinTempleton #SBI
https://t.co/cgFe5dftyR",Positive
4/24/2020,"Partnered] SBI Mutual Fund has uncomplicated investing for new and existing investors. It has added many online and app-based features to make the investment journey easy, at any time, from anywhere with minimal effort. Know more: https://t.co/mlZFkcctkQ @SBIMF",Positive
4/22/2020,"After emerging as the white knight for beleaguered private lender @YesBank, @TheOfficialSBI now holds 48.21% stake in the private lender. Here's more from the latest shareholding pattern👇

#YesBank 
https://t.co/9V6Sl8g6jt",Positive
4/22/2020,"""Due to prevailing COVID-19 lockdown and restrictions on movement we regret to inform that debit cards delivery will be delayed"", said #SBI in a statement. @Faizanjjshaikh writes. 

https://t.co/Jl0UMCtDjT",Negative
4/16/2020,"India's #GDP growth may slide to 1.1% in current financial year, on account of impact of #Coronavirus on #economy, a research report by #SBI said. Your take?

#CoronavirusOutbreak #CoronavirusIndia #Covid_19
https://t.co/sl3ASVXriy",Neutral
4/11/2020,".@TheOfficialSBI Chairman Rajnish Kumar today exhorted #realestate firms to keep their bank account standard, clear inventory as soon as possible and improve perception about the business
https://t.co/j1BzuPHCSr",Positive
4/8/2020,"The explanation behind #SBI’s savings rate cut is that the bank has adequate liquidity and hence it doesn’t need to incentivise further deposit inflows, explains @Dinesh_Unni. 

#StateBankOfIndia #Banking #Bank #InterestRates #Savings
https://t.co/ww4vzCKfqE",Negative
4/8/2020,".@TheOfficialSBI slashed savings deposit rates to 2.75%. @Faizanjjshaikh gives #interest rates of different banks 👇

https://t.co/RVnYmsYOXA",Neutral
4/7/2020,"#SBI, today, cut its MCLR rate by 35bps, making home and other retail loans cheaper. Here's all you need to know: https://t.co/2Y13jJhMN8

@TheOfficialSBI #StateBankOfIndia #InterestRates #Loans https://t.co/WjSDRsqh2D",Negative
4/7/2020,"The @OfficialSBI has reduced its #MCLR by 35 bps across all tenors making home and other retail #loans cheaper. Here's all you need to know.

#StateBankOfIndia #SBI #RBI #InterestRates
https://t.co/2Y13jJhMN8",Negative
4/6/2020,"#SBI Cards and Payment Services has closed all its offices across India with all ""critical processes running as usual"" as the workforce supports operations remotely

https://t.co/SKgaUJUZD2",Negative
4/3/2020,"States require more support from the Centre as their finances are significantly stressed given that they are the last mile of #COVID19 deliveries: #SBI research report Ecowrap 

#COVID19Pandemic #COVID19outbreak 
https://t.co/xhJUI9K6ix",Positive
4/3/2020,".@TheOfficialSBI to hire consultant for competency assessment and development of 1,100 senior officers. Here's all you need to know👇

https://t.co/rtn9v5XyUj",Neutral
4/1/2020,"#CoronaVirusUpdates | @TheOfficialSBI to deduct encashment of a day’s PL and one day’s salary of all employees to contribute to the #PMCARES Fund, @Dinesh_Unni writes

https://t.co/l7J0DqS4sZ",Neutral
4/1/2020,"How to apply for a loan #moratorium to your bank? 

@TheOfficialSBI and @IDFCFIRSTBank: Send e-mail.
@HDFC_Bank: Apply online
@canarabank: Reply via SMS
@IDBI_Bank: If you do NOT want moratorium, EMAIL.

@thanawala_hiral explains | #RBI #RBIPolicy 
https://t.co/4IOtVAL5yO",Neutral
4/1/2020,".@TheOfficialSBI jumped at offering customers an automatic deferral of #EMI payments after #RBI’s moratorium. But does it add value to customers? @Dinesh_Unni does a check.

#SBI #StateBankOfIndia 
https://t.co/APg6rXhVA9",Neutral
3/31/2020,"#CoronavirusLockdown | @TheOfficialSBI may offer term loan borrowers a 3-month #moratorium to tide over #COVID-led #economiccrisis 

https://t.co/gArdenAzEV",Neutral
3/31/2020,".@TheOfficialSBI–led consortium has unanimously approved the restructuring of #SuzlonEnergy’s Rs 14,000 crore worth of debt. Here's all you need to know.

#SBI #Banking 

https://t.co/spaJA8FXYq",Positive
3/31/2020,"Joining hands with partners including @HUL_News, SBI, and @OYOrooms, Apollo Hospitals plans to scale the capacity to up to 5,000 rooms where patients can stay in isolation.

#Coronavirus #CoronavirusOutbreak #COVID19 @HospitalsApollo
https://t.co/FmuFbZnOEw",Neutral
3/30/2020,".@TheOfficialSBI said Australia's IAG has sold its entire 26% stake in the lender's general insurance joint venture for #USD 310 million

https://t.co/dijc08UwCt",Positive
3/30/2020,"#COVID2019 | Be aware of fake UPI IDs that collect money under #PMcaresfund. @PIBFactCheck says that pmcares@sbi is the correct ID

#Coronavirus #IndiaFightsCorona 
https://t.co/x1P5zlf8iH",Negative
3/28/2020,"State Bank of India (SBI) on March 27 reduced interest rates for reduced retail term deposit by 20-50 bps across tenors, the bank said in a statement.
https://t.co/2ZHfCSRaUR",Neutral
3/27/2020,"#RBIPolicy | @TheOfficialSBI sees Rs 50,000 to 60,000 crore of its repayment getting deferred following the 3-month #moratorium on term loans announced by #RBItoday, a report says

https://t.co/tUItkG9Fze",Neutral
3/27/2020,"Hours after the #RBI cut its #repo rate by 75 bps, @TheOfficialSBI cut its lending rate by 75 bps as well

For more updates 👇https://t.co/Koxip7dWCg",Positive
3/27/2020,"#RBIPolicy | @TheOfficialSBI clarified that deferment of EMIs for term loans will be automatic following #RBI's announcement on the same today, @CNBCTV18News reports

https://t.co/MywSkPm46L",Neutral
3/25/2020,"A clutch of public sector banks including @TheOfficialSBI @UnionBankTweets @BankofIndia_IN have announced emergency steps to help borrowers tide over the #21daylockdown. @Dinesh_Unni writes on the slew of special measures

https://t.co/xfdrwiFVtk",Positive
3/23/2020,"#COVIDー19 | India's biggest lender @TheOfficialSBI today said it will provide 0.25% of its annual profit for 2020-21 to fight the #coronavirusoutbreak, a report says

#COVID2019 #CoronaVirusUpdates

https://t.co/sDe6XZHvnS",Neutral
3/23/2020,"#coronavirus | @TheOfficialSBI commits 0.25% of annual profit to help fight #COVID19

This is in line with Ministry of Corporate Affairs’ notification of spending CSR funds for COVID-19 as an eligible CSR activity. LIVE updates: https://t.co/XiTnmpDijS https://t.co/Nht9cSuA49",Positive
3/20/2020,".@YESBANK, which was recently rescued by a consortium of banks led by @TheOfficialSBI, may attract interest from a clutch of foreign investors as part of a massive second round of capital infusion. Read more: https://t.co/Jg5FrYFSyI https://t.co/lK4VpJMYSK",Positive
3/20/2020,"With #SBI in the saddle, the recent developments are music to the ears of #YesBank depositors. But investors should not start celebrating just yet. Subscribe to #MCPro as Madhuchanda Dey explains 👇 

https://t.co/je7Jhs1Yc6",Neutral
3/19/2020,"With #SBI in the saddle, the recent developments are music to the ears of #YesBank depositors. But investors should not start celebrating just yet. Subscribe to #MCPro as Madhuchanda Dey explains 👇

https://t.co/je7Jhsjz3E",Neutral
3/18/2020,"#MarketsWithMC | Shares of HDFC Life, ICICI Prudential and SBI Life fell 6-8% intraday today after @MorganStanley slashed price target, citing tougher earnings outlook ahead.

#StocksToWatch #StockMarket #Sensex #Nifty
https://t.co/NhGQENIZLf",Neutral
3/17/2020,".@TheOfficialSBI, the largest investor as part of #YesBank, rescue plan, holds 48.21 percent stake at an investment of Rs 6,050 crore https://t.co/m6OeP4t2du",Neutral
3/16/2020,"Earlier in the day, #YesBank announced that 7 banks led by SBI have invested Rs 10,000 crore, boosting its core capital https://t.co/qKhCOX5ntB",Neutral
3/16/2020,"#YesBankCollapse | For @SBI, the current #YesBank reconstruction scheme takes away the immediate risk of a merger. We hope that similar reconstruction schemes will be worked out for other weak private banks: Emkay Global 
Whats your take?✍️🏾#yesbankcrisis 
https://t.co/UHopkLun0g",Negative
3/16/2020,"#MarketsWithMC | Shares of SBI fell nearly 8% in early trade today as the listing of its subsidiary #SBICards may take a hit due to #Coronavirus. 

#StockMarket #StocksToWatch #SBI #Sensex #Nifty 
https://t.co/EBAoIKbsbS",Negative
3/16/2020,"#MarketsWithMC | Shares of #YesBank surged 58% intraday today after govt notified a rescue plan for @YESBank led by #SBI and others.

#StockMarket #StocksToWatch #Sensex #Nifty @TheOfficialSBI 
https://t.co/xspfWpZCZ0",Neutral
3/14/2020,"#MarketsWithMC | The listing of SBI Cards and Payment Services, may be impacted by the dampened market sentiment surrounding the spread of the novel coronavirus
https://t.co/4v5D9vW8tg",Neutral
3/14/2020,".@TheOfficialSBI is playing the role of a white knight and investment banker rolled into one. Why this is a risky gambit, answers @Ravi_Ananth. Subscribe to #MCPro for more.

#YesBank #YesBankCrisis #YesBankCollapse #Yes_Bank 
https://t.co/ilEe153HDz",Positive
3/13/2020,"The Union Cabinet today cleared a restructuring scheme for #YesBank under which @TheOfficialSBI will invest Rs 7,250 crore to acquire a stake not exceeding 49 percent

https://t.co/pmTtS4WVOn",Neutral
3/13/2020,"#SBI to have a lock-in of 3 years for only 26% of its stake in #YesBank. SBI coming in at 49% stake in Yes Bank, currently. Pvt investors' lock-in period will be 3-yr for 75% of their investments: FM #NirmalaSitharaman

#YesBankCrisis #Cabinet | Read More👇🏾https://t.co/ZLqZwZkJln https://t.co/qn75oFNnw5",Neutral
3/13/2020,"#SBI and #Caryle will raise stressed assets funds from global investors and put in an initial capital of Rs 1,000 crore each, a report says

https://t.co/FsDkh8owUf",Neutral
3/13/2020,"Once a former chairman of #SBI called it “Safe Bank of India”. Just that the joy of #YesBank’s depositors could well be a sob story for @TheOfficialSBI’s shareholders. Subscribe to #MCPro as @NehaDave01 explains what should they do

https://t.co/yu12x1V3H3",Positive
3/12/2020,"The @HomeLoansByHDFC and Kotak Mahindra Prime are set to join the @TheOfficialSBI-led consortium to bail out troubled #YesBank. Your take? 👇🏾

#YesBankCrisis #SBI
https://t.co/RzalQkK1m5",Negative
3/11/2020,"@TheOfficialSBI waives off monthly maintenance charges &amp; quarterly SMS fee on 44.51 crore Savings Bank Accounts, gives Zero Balance facility to all account holders

https://t.co/gulYHYbAzT",Neutral
3/9/2020,"SBI MF presently is in numero uno spot with AUM of RS 3.80 lakh crore as of January 31, 2020, while Yes AMC had AUM of Rs 400 crore, reports @HimadriBuch https://t.co/Cm29wZ1OBM",Neutral
3/9/2020,"#EXCLUSIVE | Rana Kapoor says, ""It's a soft, safe landing for #YesBank. Can't have a better pedigree than #SBI as investor"". In a free-wheeling chat with @AshwinMohanSays, Yes Bank co-founder @RanaKapoor_ lauds @RBI, speaks about life post-retirement, more
https://t.co/UtNT31aK1C",Positive
3/9/2020,"#MarketsWithMC | Shares of #SBI fell 6% intraday today after the company said it is going to infuse capital to rescue the #YesBank. 

#StocksToWatch #StockMarket #Sensex #Nifty 
https://t.co/h2jBbaWIE0",Neutral
3/9/2020,".@TheOfficialSBI is playing the role of a white knight and investment banker rolled into one. Why this is a risky gambit, answers @Ravi_Ananth. Subscribe to #MCPro for more.

#YesBank #YesBankCrisis #YesBankCollapse #Yes_Bank 
https://t.co/ilEe153HDz",Positive
3/9/2020,"#MarketsWithMC | Shares of #YesBank rose 30% in early trade today as #SBI is likely to pick up 49% stake in former. Here's more 👇🏾 

#StockMarket #StocksToWatch #Yes_Bank #YesBankCrisis 
https://t.co/wf8qYCidOP",Positive
3/9/2020,"To help in rescuing the troubled #YesBank, the SBI is in talks with investors like @Blackstone, Brookfield, @OneCarlyle, TPG, KKR, and @GoldmanSachs, says a report.

@TheOfficialSBI #YesBankCrisis #YesBankCollapse
https://t.co/xwaaF4t4rf",Negative
3/7/2020,"In a first press conference, after the RBI announced 1-month moratorium for Yes_Bank, SBI's Chairman Rajnish Kumar cleared all doubts, assuring employees their job as well as depositors their money
https://t.co/8A2F3FG23z",Positive
3/7/2020,"SBI Chairman Rajnish Kumar on March 7 stated that the bank has set an upper cap of Rs 10,000 crore for investment in #Yes_Bank
https://t.co/sHs6kpUsSu",Neutral
3/6/2020,"#EXCLUSIVE | Rana Kapoor says, ""It's a soft and safe landing for #YesBank, can't have better pedigree than #SBI as investor""
In a free-wheeling chat with @ashwinmohansays, Yes Bank co-founder @RanaKapoor_ lauds @RBI, speaks about life post retirement, more
https://t.co/veN2OnrAyo",Positive
3/6/2020,"Prashant Kumar, former Deputy Managing Director and CFO of SBI, was a serving officer of the bank till yesterday when he was asked to resign and take up the role of an RBI-appointed administrator in #YesBank (via @Dinesh_Unni)
#YesBankCrisis 
https://t.co/rsEt4Snphr",Neutral
3/6/2020,"SBI to invest up to 49% in #YesBank
No. of equity shares stand altered to Rs 2400 cr of Rs 2 each
RBI to appoint additional directors to new board of reconstructed bank
New Yes Bank to have 6-member board incl CEO &amp; MD 

- FM Nirmala Sitharaman on RBI Draft plan #yesbankcrisis https://t.co/qq2jHICP80",Positive
3/6/2020,"#BREAKING | RBI announces scheme of reconstruction for #YesBank. Authorised capital of @YesBank shall stand altered to ₹5,000 cr, #SBI to invest in reconstructed bank for up to 49% stake : FM @nsitharaman on #yesbankcrisis 

https://t.co/P7GVA5JeNw https://t.co/rRmVAvr3sT",Neutral
3/6/2020,"#MarketsWithMC | Shares of @TheOfficialSBI fell nearly 11% intraday today following reports that it is picking up a stake in #YesBank.

#YesBankCrisis #StockMarket #StocksToWatch
https://t.co/obdtkbSwfx",Positive
3/6/2020,"You can now block transactions for your #SBI debit card via SMS too. Here's how, explains @FaizanjjShaikh. 

@TheOfficialSBI #SBICards #Banking 
https://t.co/xVpI0eHrp5",Neutral
3/5/2020,"Government asks @TheOfficialSBI to form consortium to buy @YESBANK 

#YesBank #SBI 

Read more: https://t.co/ygRqCxl8Ew https://t.co/N02BSTbMzB",Positive
3/5/2020,"#MarketsWithMC | Closing Bell 🔔: #Sensex ends over 400 points off day's highs; #YesBank surges 26% on #SBI stake buy buzz.

#StocksToWatch #StockMarket | https://t.co/CsIJByblvg https://t.co/5Jfb8aJSLI",Neutral
3/5/2020,#MarketsWithMC | Here's how the shares of @TheOfficialSBI and @YesBank reacted to the reports of #SBI buying a stake in #YesBank. Here's all you need to know: https://t.co/rjjP2flge3 https://t.co/OuVdI3fbcA,Neutral
3/5/2020,"The govt has approved the #SBI's plan to lead a consortium and purchase stake in @YesBank, says a report. Here's all you need to know 👇🏾 

@TheOfficialSBI #YesBank 
https://t.co/ygRqCxCJw4",Neutral
3/3/2020,"#MarketsWithMC | The #SBICard is one of the top 4 leading pure-play credit card issuers in India. Here's a list of top 10 reasons on why you should invest in #SBICardsIPO, writes @RudraShares 👇🏾 

#SBICardIPO #SBI @SBICard_Connect 
https://t.co/LYUworRCPh",Positive
3/2/2020,"State Bank of India share price fell more than 6% intraday on March 2, the day bidding opened for the IPO of its subsidiary, SBI Cards and Payment Services
https://t.co/YW4Aq301y7",Positive
3/2/2020,"The #IPO of SBI Cards and Payment Services, the subsidiary of country's largest lender @TheOfficialSBI, has been subscribed 12.5% so far today, the first day of bidding
https://t.co/4xJhkFahvn
#SBICardIPO 
@SBICard_Connect",Positive
3/2/2020,"The SBI Cards and Payment Services #IPO opens for subscription today with a price band of Rs 750-755 per share
https://t.co/2SMSHZSOxr
#SBICardIPO
@SBICard_Connect",Neutral
3/2/2020,"SBI Cards proposed to raise Rs 10,289 crore at the lower end of the price band and Rs 10,355 crore at the upper end. (via @kshanand) 

https://t.co/1zzUJBxlAV",Neutral
3/1/2020,"#MarketsWithMC | The primary objective of this IPO is unlocking of the value for existing investors, SBI and Carlyle Group.

https://t.co/7zpBCnjSjl",Positive
2/28/2020,"#MarketsWithMC | The long-awaited IPO of #SBICards, a subsidiary of @TheOfficialSBI, is set to open for subscription. Here are 10 key things to know 👇🏾

#StockMarket #StocksToWatch @SBICard_Connect #Sensex 
https://t.co/VGGHT7jGPy",Neutral
2/26/2020,"The properties, all non-performing assets (NPAs), will be auctioned by @TheOfficialSBI this month to recover its dues from those borrowers https://t.co/ImPAtbrCWl",Neutral
2/25/2020,Promoters SBI and Carlyle Group will offload 3.73 crore shares and 9.32 shares respectively https://t.co/8c1fPNbm8r,Neutral
2/22/2020,"SBI Cards and Payment Services, the country's second-largest credit card issuer, is expected to be the superstar IPO of 2020, as per experts.
https://t.co/TuLdwOCsQb",Negative
2/19/2020,"#MarketsWithMC | Shares of @TheOfficialSBI gained 2% in morning trade today after reports emerged that #SBICards will launch its #IPO in the first week of March.

#SBI #StockMarket 
https://t.co/iPfqpnjnoG",Positive
2/18/2020,"Currently State Bank of India holds 74 percent stake in SBI Cards and the rest is held by CA Rover Holdings, an affiliate of Carlyle Asia Partners IV https://t.co/CE73MLes8T",Neutral
2/12/2020,"#MarketsWithMC | Opening Bell 🔔: #Nifty opens above 12,150, Sensex up 200 points; #SBI, Tata Motors in focus

#StocksToWatch #StockMarket LIVE: https://t.co/rxoLa1VHfi https://t.co/O5RSz0DTMb",Positive
2/12/2020,".@SBICard_Connect, a subsidiary of @TheOfficialSBI, is likely to receive approval from #SEBI for its IPO. Here's all you need to know.

#SBI #SBICard 

https://t.co/R7qZB7MHrZ",Neutral
2/10/2020,"Planning to take #SBI’s virtual debit card? @Thanawala_Hiral explains what's on offer, what works and what doesn't.

@TheOfficialSBI @SBICard_Connect #Banking
https://t.co/IgGEfRV2mN",Neutral
2/1/2020,"#BudgetWithMC | Share prices of HDFC Life Insurance Company, SBI Life Insurance and ICICI Prudential Life Insurance were down 9-10% intraday as the Budget didn’t offer tax exemption for insurance policies. Read more here.

#Budget2020 #Budget

https://t.co/5lNWWovpkf",Positive
1/31/2020,".@TheOfficialSBI expects slippages of Rs 5,000-6,000 crore in the January-March quarter https://t.co/Xy4KMcOV7z",Neutral
1/31/2020,"#EarningsWithMC | @TheOfficialSBI Q3 Net Profit up 41.2% at Rs 5,583 cr vs Rs 3,955 cr (YoY)

SBI Q3 (QoQ)

Provisions at Rs 7,253 cr vs Rs 13,139 cr 
Net NPA at Rs 58,249 cr vs Rs 59,939 cr | at 2.65% vs 2.79% 
Gross NPA at Rs 1.59 lk cr vs Rs 1.61 lk cr https://t.co/XT8d5kuaqW",Neutral
1/23/2020,"#SBI Chairman Rajnish Kumar expressed certainty in 'some solutions emerging' for troubled @YesBank, says a report 👇 

#YesBank @TheOfficialSBI 
https://t.co/PmaZb15CS5",Negative
1/22/2020,"#EarningsWithMC | SBI Life releases Q3 results: YoY

👉Gross Premium Income up 28.3% at Rs 11,760 Cr vs Rs 9,169 Cr
👉Net Profit up 47.5% at Rs 390 Cr vs Rs 264.3 Cr
👉Solvency Ratio at 230% vs 223%
👉New business value for 9MFY20 up 27% at Rs 1650 Cr

#SBILife @SBILife #Earnings https://t.co/dWSJswWN4z",Neutral
1/20/2020,Challa Sreenivasulu Setty is currently serving as the deputy managing director of @TheOfficialSBI https://t.co/krAjHvA3Th,Neutral
1/19/2020,"Among the top 10, Reliance Industries, TCS, HUL, Infosys, Kotak Mahindra Bank and ITC witnessed gains in their market capitalisation (m-cap) for the week ended Friday, while HDFC Bank, HDFC, ICICI Bank and SBI suffered losses.

https://t.co/LQDXhTyjrD",Positive
1/14/2020,"#SBI introduced a loan scheme recently wherein it assures #homebuyers of protecting their interests if a builder abandons a project midway. In this edition of Reporter’s Take, we find out whether you should opt for the scheme: https://t.co/FcluGwgJeb

@ShraddhaSharma5 @Preeti_Kul https://t.co/w8wBHCPbRk",Neutral
